Mootmisaeg,Kunda,Ristna,Vaike-Maarja,Toravere,Sorve,Viljandi,Narva-Joesuu,Kuusiku,Laane-Nigula,Parnu,Mustvee,Voru,Tyri,Valga,Tallinn
05.03.2015,54,,62,56,35,45,92,44,47,27,35,65,54,69,42
06.03.2015,54,38,63,57,36,46,92,45,48,29,37,65,55,69,42
07.03.2015,54,37,63,57,35,46,92,44,47,28,36,64,55,70,42
08.03.2015,53,38,64,57,36,46,92,45,48,28,36,65,55,70,43
09.03.2015,55,38,65,58,35,47,93,45,,29,37,65,56,71,43
10.03.2015,54,38,65,57,35,46,92,42,,28,36,65,55,71,42
11.03.2015,54,38,65,57,36,46,93,45,,28,36,65,55,71,42
12.03.2015,54,38,65,57,35,46,92,44,,28,36,65,56,71,42
13.03.2015,55,38,65,57,35,46,93,44,,28,36,65,55,70,42
14.03.2015,55,38,65,58,35,46,93,44,48,28,36,65,56,71,42
15.03.2015,56,38,65,58,35,46,94,45,48,29,36,66,56,71,42
16.03.2015,56,38,66,58,35,46,93,45,48,29,36,66,56,72,42
17.03.2015,56,38,66,58,36,47,94,45,48,29,36,66,57,72,42
18.03.2015,57,38,67,59,36,47,95,46,48,29,36,67,57,72,42
19.03.2015,56,38,67,59,36,,94,46,48,29,37,67,57,73,42
20.03.2015,56,38,67,59,37,,95,45,48,30,37,68,56,73,42
21.03.2015,56,38,67,58,35,,,46,48,29,37,,,71,42
22.03.2015,55,38,66,58,35,,,45,48,29,37,65,,70,42
23.03.2015,56,39,66,57,35,,91,46,49,29,37,65,56,70,43
24.03.2015,56,38,65,57,35,,90,45,48,29,37,64,55,70,42
25.03.2015,56,38,66,58,36,,92,46,49,30,37,65,56,71,42
26.03.2015,56,38,66,58,36,46,92,45,48,29,36,65,56,71,42
27.03.2015,57,41,68,59,39,49,93,47,50,33,38,,58,73,43
28.03.2015,59,41,69,62,39,50,97,47,51,33,41,,59,76,45
29.03.2015,57,39,67,60,36,47,99,46,49,30,40,,57,73,43
30.03.2015,57,44,68,60,42,49,96,50,56,34,39,,59,73,45
31.03.2015,57,39,68,61,37,49,95,48,51,33,39,,58,73,44
01.04.2015,56,39,66,58,36,49,94,47,49,32,39,,58,72,43
02.04.2015,64,43,71,61,39,,98,50,53,37,41,,62,76,
03.04.2015,57,38,66,,35,,95,,49,,37,,58,75,
04.04.2015,58,41,66,60,36,,97,,51,,39,,57,73,
05.04.2015,55,40,65,57,37,,93,46,48,30,36,,56,72,43
06.04.2015,56,38,66,58,35,46,94,45,48,28,36,,55,71,43
07.04.2015,56,38,66,58,36,46,94,45,48,29,37,,56,71,43
08.04.2015,55,38,65,57,35,46,93,45,48,28,36,,55,71,42
09.04.2015,55,38,66,58,36,46,94,45,48,29,36,,,71,42
10.04.2015,55,38,66,58,36,46,94,45,48,29,37,,,72,42
11.04.2015,56,38,67,58,36,47,95,46,48,29,37,,,72,43
12.04.2015,56,40,67,59,36,48,96,46,50,30,37,,,73,43
13.04.2015,56,38,66,58,35,46,94,45,48,30,37,,,71,42
14.04.2015,55,38,66,57,35,45,94,45,48,28,36,,55,70,42
15.04.2015,56,38,67,58,36,46,95,46,48,29,36,65,56,71,42
16.04.2015,56,39,66,58,36,46,96,45,48,29,37,66,55,72,43
17.04.2015,56,38,66,58,36,47,95,45,48,29,38,64,56,70,43
18.04.2015,56,38,66,57,35,46,94,45,48,29,36,64,56,70,43
19.04.2015,56,38,66,,35,46,95,45,48,29,37,65,56,71,43
20.04.2015,55,38,66,,35,46,93,45,48,29,36,65,56,71,42
21.04.2015,56,,67,,35,46,93,45,48,29,,,56,71,42
22.04.2015,56,,67,,36,46,94,45,48,29,,65,57,72,42
23.04.2015,56,39,67,,36,47,94,45,49,29,37,65,57,72,42
24.04.2015,56,39,67,,36,47,94,46,49,30,37,66,57,72,42
25.04.2015,57,39,68,,36,47,94,46,49,30,37,66,58,73,43
26.04.2015,58,41,69,59,38,48,96,48,51,32,39,67,59,74,45
27.04.2015,57,41,67,59,39,48,93,47,50,34,37,,58,73,44
28.04.2015,57,38,68,62,36,51,97,46,49,33,39,,58,77,44
29.04.2015,60,38,70,60,36,51,95,49,49,31,40,,59,72,45
30.04.2015,55,37,65,57,35,45,92,44,47,28,35,,55,70,42
01.05.2015,55,38,65,58,36,46,93,45,48,29,36,65,56,71,42
02.05.2015,56,42,67,59,36,47,93,47,49,30,37,66,57,72,44
03.05.2015,55,37,65,57,35,46,93,44,47,29,36,65,55,70,42
04.05.2015,56,38,66,57,36,46,94,45,48,29,36,66,55,71,42
05.05.2015,55,38,66,58,36,46,93,45,48,29,36,65,56,71,42
06.05.2015,57,40,69,61,37,48,95,47,50,34,39,69,58,74,44
07.05.2015,58,38,68,60,35,48,97,46,48,29,41,68,58,73,43
08.05.2015,55,38,64,56,35,45,94,44,48,29,35,64,55,69,42
09.05.2015,54,38,65,57,35,46,95,45,48,29,36,65,56,70,42
10.05.2015,56,39,66,58,36,47,97,45,49,30,36,66,57,71,43
11.05.2015,55,38,66,58,36,46,97,45,49,30,37,66,57,71,42
12.05.2015,56,41,67,58,36,47,98,46,50,30,37,67,57,72,43
13.05.2015,56,39,67,59,37,48,98,46,51,32,38,67,58,72,44
14.05.2015,56,38,67,58,36,46,97,45,48,30,37,66,57,71,42
15.05.2015,56,38,67,57,36,47,97,45,48,30,36,67,57,71,42
16.05.2015,56,37,67,58,35,46,99,45,48,30,36,67,57,72,42
17.05.2015,57,39,68,59,36,47,100,46,49,30,37,67,58,72,43
18.05.2015,57,37,67,58,36,46,100,45,47,31,36,67,57,71,43
19.05.2015,56,38,67,58,36,47,100,45,48,31,36,67,58,72,42
20.05.2015,57,38,68,59,36,47,102,46,48,30,37,68,58,72,42
21.05.2015,58,39,69,60,36,48,102,47,50,34,37,70,59,73,44
22.05.2015,56,38,67,58,35,46,102,45,47,30,36,66,57,71,42
23.05.2015,56,38,68,58,35,47,102,45,48,30,37,66,58,72,42
24.05.2015,57,38,68,59,35,47,103,46,48,30,37,67,58,72,43
25.05.2015,57,38,69,60,36,47,103,46,49,30,37,68,59,73,43
26.05.2015,59,39,71,62,36,50,106,48,50,33,40,71,61,77,43
27.05.2015,57,39,68,59,36,46,103,47,50,30,38,68,59,72,43
28.05.2015,58,39,69,58,36,47,100,47,51,31,37,66,60,70,43
29.05.2015,58,39,70,58,36,48,101,47,50,31,37,67,60,71,43
30.05.2015,58,40,70,59,37,48,103,48,50,31,37,67,61,72,43
31.05.2015,56,42,67,58,35,47,93,47,49,29,37,66,56,71,44
01.06.2015,58,41,70,59,37,48,104,48,51,32,37,68,61,73,43
02.06.2015,59,39,71,61,37,50,105,48,50,31,38,70,62,74,43
03.06.2015,58,39,70,60,37,49,105,48,51,31,38,70,61,74,43
04.06.2015,57,39,69,60,37,48,105,47,50,31,38,69,61,74,43
05.06.2015,59,41,71,60,37,49,105,48,51,32,38,68,62,73,43
06.06.2015,59,40,71,61,38,50,107,49,52,32,39,71,62,76,44
07.06.2015,58,40,71,62,38,50,107,48,52,31,39,72,62,76,43
08.06.2015,58,40,71,62,38,50,108,49,52,31,40,72,62,77,43
09.06.2015,58,40,71,59,38,50,108,49,52,31,37,73,62,77,43
10.06.2015,58,41,72,60,38,50,109,49,53,32,38,73,63,78,43
11.06.2015,58,41,72,61,38,51,109,49,53,32,38,73,63,78,43
12.06.2015,59,42,73,62,38,51,110,50,53,32,39,73,63,80,44
13.06.2015,59,42,74,63,39,52,111,50,54,33,39,75,64,81,44
14.06.2015,62,47,76,64,40,53,113,53,56,35,41,75,66,81,48
15.06.2015,57,39,72,63,38,51,109,49,51,32,40,74,62,80,43
16.06.2015,57,40,72,63,38,52,109,49,52,32,40,73,63,80,43
17.06.2015,57,40,73,64,38,51,110,50,53,32,40,74,64,81,43
18.06.2015,58,42,74,64,39,50,111,51,54,37,42,75,65,82,45
19.06.2015,59,38,73,64,37,50,111,48,50,33,41,75,62,82,44
20.06.2015,59,39,72,62,38,49,113,48,51,32,40,73,60,80,44
21.06.2015,57,39,71,61,38,50,112,48,51,34,38,73,61,83,43
22.06.2015,57,40,72,59,38,48,113,48,51,32,39,70,61,76,44
23.06.2015,59,41,73,62,43,51,111,50,53,36,40,71,63,80,45
24.06.2015,60,40,72,61,38,51,109,51,51,35,42,70,62,77,46
25.06.2015,55,38,67,57,35,47,107,45,48,31,37,68,55,72,42
26.06.2015,56,39,67,58,36,47,108,45,49,31,37,69,56,74,43
27.06.2015,56,39,69,60,36,48,110,46,49,32,38,70,57,74,43
28.06.2015,56,39,69,60,36,48,111,47,50,32,38,71,58,75,43
29.06.2015,57,40,71,61,37,49,112,47,51,32,39,72,59,76,43
30.06.2015,58,40,71,62,37,49,113,47,51,32,39,72,59,77,43
01.07.2015,57,40,69,62,37,49,110,47,49,32,39,73,57,77,43
02.07.2015,58,41,70,63,38,50,111,48,50,32,39,73,58,78,43
03.07.2015,58,41,71,64,38,51,113,49,51,33,40,74,60,80,43
04.07.2015,59,42,72,64,39,51,113,49,52,33,41,74,60,81,44
05.07.2015,57,40,69,62,37,49,110,47,49,32,39,73,57,78,43
06.07.2015,59,48,75,70,42,58,113,54,60,40,42,78,66,85,45
07.07.2015,59,38,74,61,36,48,114,48,48,31,44,71,59,75,46
08.07.2015,58,39,69,63,37,49,110,47,49,32,39,73,57,78,44
09.07.2015,57,38,68,61,36,48,108,46,48,32,39,71,56,77,43
10.07.2015,58,38,69,64,39,51,109,46,48,33,39,72,57,79,43
11.07.2015,58,39,69,61,36,48,110,47,49,33,39,72,58,76,44
12.07.2015,57,39,70,60,35,48,108,47,48,32,39,67,58,74,44
13.07.2015,58,39,68,59,36,48,107,47,49,32,38,67,57,73,43
14.07.2015,58,40,69,60,36,48,109,47,49,32,39,68,58,74,43
15.07.2015,58,40,69,60,36,49,110,47,49,32,40,68,59,75,43
16.07.2015,59,40,70,60,37,48,112,48,50,32,40,68,58,75,44
17.07.2015,60,40,68,60,37,49,112,47,51,32,37,68,58,74,44
18.07.2015,59,42,70,62,37,50,114,48,50,33,39,67,58,74,44
19.07.2015,56,40,67,61,36,49,106,45,48,32,37,67,56,74,43
20.07.2015,57,41,68,62,36,50,102,46,48,33,38,67,58,75,43
21.07.2015,57,39,68,59,36,50,105,46,49,32,38,66,57,73,43
22.07.2015,57,,69,61,37,50,104,47,49,33,39,66,58,73,44
23.07.2015,57,,68,61,36,50,102,46,49,32,39,67,58,74,43
24.07.2015,56,,68,61,36,50,101,46,48,31,37,67,57,74,43
25.07.2015,57,,69,62,38,51,103,46,49,32,38,68,58,75,43
26.07.2015,58,,71,63,38,52,106,48,51,35,39,70,60,77,45
27.07.2015,57,,67,63,36,51,104,46,48,32,38,69,58,76,43
28.07.2015,58,,69,64,37,52,108,48,49,33,38,71,60,78,43
29.07.2015,58,,70,65,38,55,106,49,50,35,40,71,62,79,45
30.07.2015,58,,69,62,37,48,105,48,50,33,38,68,57,75,45
31.07.2015,57,,68,62,36,49,100,48,48,32,39,67,58,74,44
01.08.2015,56,,66,60,36,46,100,46,48,31,37,66,55,73,43
02.08.2015,56,,67,61,36,47,100,45,47,31,37,67,55,75,43
03.08.2015,57,,67,62,36,47,102,45,48,32,37,66,56,75,43
04.08.2015,58,,69,63,37,48,104,46,49,33,38,68,57,76,43
05.08.2015,58,,69,64,38,48,105,46,49,34,38,68,58,76,44
06.08.2015,59,40,70,66,38,48,106,47,51,33,39,70,57,78,44
07.08.2015,60,40,72,66,38,48,107,48,51,33,39,70,58,79,45
08.08.2015,60,41,71,74,41,50,108,48,51,35,40,72,60,81,45
09.08.2015,60,40,72,61,37,48,110,47,51,33,40,71,59,78,44
10.08.2015,61,41,72,61,38,49,111,48,51,34,40,71,60,79,44
11.08.2015,60,41,73,62,38,50,111,48,52,34,40,71,61,80,44
12.08.2015,60,41,72,63,38,50,112,48,53,34,42,73,61,80,45
13.08.2015,57,41,71,63,37,47,109,48,51,33,40,68,60,79,43
14.08.2015,58,41,71,64,38,48,110,49,52,34,40,69,61,81,44
15.08.2015,59,42,72,64,38,48,112,49,52,34,40,70,62,81,44
16.08.2015,60,41,73,64,38,48,113,49,52,34,40,69,61,80,44
17.08.2015,60,42,73,65,38,48,113,49,53,34,40,70,62,81,44
18.08.2015,60,42,74,66,39,49,114,50,53,35,40,72,63,82,44
19.08.2015,61,42,75,66,39,49,114,50,54,35,41,72,63,83,44
20.08.2015,61,42,76,67,39,50,115,51,54,35,42,73,64,83,44
21.08.2015,61,43,76,67,39,50,115,51,54,35,42,74,64,84,44
22.08.2015,63,,76,68,40,51,117,52,54,36,42,74,65,84,45
23.08.2015,61,,76,68,40,51,115,51,55,35,42,74,65,84,45
24.08.2015,61,,76,68,41,51,116,51,55,35,43,74,65,84,45
25.08.2015,61,,77,70,44,54,116,53,57,37,44,75,67,86,47
26.08.2015,60,,76,67,39,49,113,50,53,34,42,74,62,83,44
27.08.2015,64,,79,70,50,53,112,57,63,42,45,75,68,85,50
28.08.2015,61,,74,67,38,51,110,51,52,37,44,76,60,84,46
29.08.2015,58,,71,64,37,48,107,47,49,33,41,71,59,80,44
30.08.2015,59,,71,64,37,48,106,48,50,33,41,71,60,81,44
31.08.2015,58,,68,62,36,49,100,48,48,32,39,68,58,74,44
01.09.2015,59,45,73,69,42,53,107,52,54,40,42,78,64,86,45
02.09.2015,63,47,75,75,41,59,111,62,61,44,46,78,71,87,48
03.09.2015,59,39,71,63,36,48,103,48,49,32,43,69,61,75,45
04.09.2015,57,39,69,61,37,47,102,46,49,32,39,69,56,76,43
05.09.2015,58,39,71,63,39,48,103,48,49,34,40,69,57,78,45
06.09.2015,57,39,72,61,37,48,103,46,51,33,39,69,59,75,45
07.09.2015,58,39,77,63,36,49,106,51,50,36,42,70,61,76,46
08.09.2015,57,39,66,60,36,47,100,45,48,32,39,69,55,73,43
09.09.2015,57,39,66,59,36,47,102,46,48,32,37,67,55,74,43
10.09.2015,58,39,67,61,36,47,104,47,49,33,38,68,56,75,44
11.09.2015,58,,68,61,37,48,106,47,49,33,38,69,57,77,44
12.09.2015,58,,67,61,37,48,106,46,49,33,38,69,57,76,44
13.09.2015,58,,67,62,38,48,106,46,49,33,38,69,58,76,44
14.09.2015,59,41,68,63,39,49,106,47,50,34,40,70,59,78,45
15.09.2015,62,43,72,65,41,51,107,51,54,37,44,71,62,80,46
16.09.2015,60,42,69,65,41,50,110,49,54,35,42,72,60,80,46
17.09.2015,62,43,73,64,40,51,106,49,52,36,41,71,61,79,47
18.09.2015,61,41,70,64,38,50,106,49,51,34,41,71,59,79,46
19.09.2015,56,39,65,61,36,47,101,45,48,32,37,69,56,76,44
20.09.2015,57,39,66,62,36,49,103,47,48,34,38,70,58,78,44
21.09.2015,59,40,70,64,38,49,106,47,50,37,42,75,60,80,44
22.09.2015,56,39,66,60,36,46,100,46,48,32,37,67,55,75,45
23.09.2015,56,40,66,60,38,47,100,46,49,33,38,67,57,76,44
24.09.2015,57,40,67,61,38,48,103,47,49,33,40,69,58,78,45
25.09.2015,57,39,68,64,37,48,108,46,49,32,41,73,57,82,44
26.09.2015,57,39,66,60,36,47,99,47,49,32,38,68,57,73,43
27.09.2015,56,40,66,60,37,47,98,46,49,32,37,67,57,73,43
28.09.2015,58,39,67,61,36,47,100,46,48,32,41,67,57,74,43
29.09.2015,56,38,66,59,36,47,95,46,49,32,36,66,56,73,43
30.09.2015,56,39,66,61,37,48,96,46,49,32,37,67,57,75,44
01.10.2015,57,40,66,61,37,47,97,46,49,33,37,67,57,75,44
02.10.2015,56,40,66,60,37,47,96,46,49,33,38,66,57,74,44
03.10.2015,56,39,66,60,37,47,95,46,49,32,37,66,57,75,43
04.10.2015,57,39,68,62,38,49,97,47,49,34,39,69,59,77,44
05.10.2015,57,40,67,62,37,48,97,47,49,34,39,69,58,78,44
06.10.2015,56,39,66,61,37,47,97,47,49,32,37,67,57,75,43
07.10.2015,56,39,67,62,37,48,98,48,50,33,38,68,58,76,44
08.10.2015,57,40,67,62,37,48,98,48,50,33,38,68,58,76,44
09.10.2015,56,40,67,62,38,48,97,48,51,33,38,68,58,76,43
10.10.2015,56,40,67,62,38,48,97,47,50,33,38,67,57,76,43
11.10.2015,57,40,67,63,38,48,98,48,51,33,38,68,58,77,44
12.10.2015,58,40,68,63,38,48,100,48,51,33,39,69,58,79,44
13.10.2015,58,40,68,63,38,48,101,47,50,33,38,69,58,78,45
14.10.2015,58,40,68,64,39,50,99,48,51,34,39,70,59,79,44
15.10.2015,58,40,69,63,39,49,99,48,51,33,39,69,59,78,44
16.10.2015,58,41,69,64,40,51,98,49,51,35,40,71,61,79,45
17.10.2015,59,42,70,65,40,52,100,50,52,35,41,71,61,80,46
18.10.2015,59,41,69,65,39,50,100,50,52,35,40,73,60,80,45
19.10.2015,57,42,68,63,39,49,99,48,51,34,39,69,59,77,45
20.10.2015,58,41,68,63,39,49,100,48,51,34,39,70,59,78,44
21.10.2015,58,42,69,64,41,49,100,48,51,34,40,70,60,78,45
22.10.2015,58,43,69,65,42,50,100,51,53,38,40,70,60,79,47
23.10.2015,59,40,74,66,40,52,104,52,54,43,44,71,63,80,46
24.10.2015,57,39,67,62,37,47,96,46,48,32,39,69,57,77,44
25.10.2015,57,40,69,64,38,49,97,49,50,35,40,69,59,79,45
26.10.2015,56,39,66,60,36,46,96,45,47,31,37,66,55,74,43
27.10.2015,56,39,66,61,37,47,96,46,48,32,38,67,56,75,43
28.10.2015,56,39,66,61,37,47,94,47,48,32,37,67,57,75,43
29.10.2015,57,40,67,62,38,47,95,47,49,33,38,68,58,78,44
30.10.2015,59,40,68,63,38,48,98,49,50,34,39,69,60,78,44
31.10.2015,58,41,68,63,40,49,97,48,50,34,40,71,59,78,45
01.11.2015,58,42,68,64,40,50,97,48,51,35,40,70,59,78,46
02.11.2015,57,40,67,62,38,47,96,47,49,33,39,68,58,76,44
03.11.2015,57,41,67,62,38,47,96,47,49,33,38,68,57,76,44
04.11.2015,57,42,67,63,39,49,97,47,51,34,38,69,58,77,44
05.11.2015,57,40,67,62,37,47,95,47,49,33,38,68,58,76,44
06.11.2015,58,41,68,65,39,49,96,48,50,34,40,71,59,79,45
07.11.2015,58,48,70,65,42,52,98,52,57,40,40,69,62,79,48
08.11.2015,61,50,75,75,43,61,103,60,62,46,50,74,69,82,50
09.11.2015,60,39,70,63,37,50,99,47,51,35,40,70,59,78,45
10.11.2015,56,39,66,59,36,46,98,45,47,32,38,66,55,73,43
11.11.2015,56,39,66,59,36,46,96,46,47,32,38,66,56,72,43
12.11.2015,56,39,67,60,36,47,95,47,48,32,38,66,57,74,43
13.11.2015,55,39,65,58,37,46,94,45,48,32,37,66,55,72,43
14.11.2015,57,38,67,63,36,49,100,47,49,35,41,69,57,77,44
15.11.2015,55,38,66,58,35,46,94,46,47,31,37,66,55,72,44
16.11.2015,56,38,67,59,35,46,96,45,47,31,42,65,56,72,43
17.11.2015,56,38,67,63,35,48,96,46,48,34,39,67,57,76,43
18.11.2015,57,38,69,65,37,52,104,47,48,34,46,70,59,79,44
19.11.2015,55,40,67,58,37,46,96,46,50,34,38,65,56,72,44
20.11.2015,55,38,67,59,36,47,98,48,48,31,38,66,56,72,48
21.11.2015,60,38,66,58,35,46,97,45,48,31,38,65,55,71,45
22.11.2015,60,39,66,58,35,46,98,46,49,31,37,65,55,72,45
23.11.2015,55,38,64,60,36,47,91,45,47,31,37,65,55,73,43
24.11.2015,52,38,64,58,37,46,90,45,47,33,37,65,55,71,43
25.11.2015,53,38,64,58,35,46,90,45,47,32,37,65,55,70,43
26.11.2015,54,42,64,58,38,46,91,47,51,32,37,65,57,71,44
27.11.2015,53,38,65,59,35,47,93,45,47,31,37,66,56,72,43
28.11.2015,54,39,66,59,36,47,94,46,48,32,37,65,57,72,43
29.11.2015,55,41,66,60,38,47,95,49,51,35,38,67,57,73,44
30.11.2015,55,41,66,59,38,47,94,46,50,33,37,66,57,73,43
01.12.2015,56,38,65,59,35,46,96,45,49,31,37,65,55,72,43
02.12.2015,55,38,65,58,35,46,98,45,47,31,37,64,55,71,43
03.12.2015,54,39,65,59,36,47,94,46,48,32,37,65,55,72,43
04.12.2015,55,42,68,59,37,48,95,49,52,35,39,66,58,73,47
05.12.2015,56,42,69,60,37,49,96,50,53,35,40,66,59,73,47
06.12.2015,55,38,68,61,36,50,94,50,49,35,39,68,58,75,46
07.12.2015,53,38,64,57,35,45,93,44,46,30,36,65,53,71,42
08.12.2015,53,37,64,57,35,45,92,44,46,30,36,64,53,70,42
09.12.2015,55,42,67,59,38,47,94,49,51,37,37,65,58,72,45
10.12.2015,54,38,65,58,35,46,93,45,47,30,36,64,54,71,43
11.12.2015,54,38,65,61,38,51,93,46,47,35,39,67,57,74,42
12.12.2015,54,39,65,59,36,47,93,46,47,31,37,66,55,72,43
13.12.2015,55,40,66,58,36,45,94,46,49,30,36,64,55,71,45
14.12.2015,58,37,66,59,35,47,94,46,48,30,37,65,56,72,43
15.12.2015,54,38,63,58,34,45,93,44,46,29,36,64,54,71,42
16.12.2015,55,38,64,58,35,45,94,44,47,29,37,64,54,70,43
17.12.2015,55,45,66,59,40,47,93,48,54,32,39,65,57,72,46
18.12.2015,57,41,70,63,38,52,100,50,54,38,41,68,61,76,48
19.12.2015,54,38,65,58,35,46,94,45,47,30,37,65,55,72,43
20.12.2015,54,39,66,58,36,47,93,46,48,32,37,65,55,72,44
21.12.2015,54,39,65,59,36,47,93,46,48,31,37,65,55,72,43
22.12.2015,54,38,64,58,35,45,93,45,47,30,36,64,54,71,43
23.12.2015,54,38,65,59,36,46,94,45,48,32,37,65,55,72,43
24.12.2015,54,37,64,57,34,45,93,45,47,30,36,64,54,70,43
25.12.2015,54,38,66,58,35,47,93,46,48,31,37,65,56,71,44
26.12.2015,53,37,64,57,35,45,93,44,46,29,36,63,54,70,42
27.12.2015,54,37,64,57,35,45,92,44,46,29,36,63,55,70,42
28.12.2015,54,37,64,58,35,45,92,45,47,29,36,65,55,70,42
29.12.2015,54,37,64,57,34,45,93,44,46,29,36,64,54,69,42
30.12.2015,55,37,65,57,35,45,93,44,46,29,36,64,55,71,42
31.12.2015,54,38,64,57,35,45,93,44,47,29,36,65,55,70,43
01.01.2014,,,,,,,,,,,,42,47,,79
02.01.2014,,,,,,,,,,,,44,49,,78
03.01.2014,,,,,,,,,,,,45,50,,81
04.01.2014,,,,,,,76,,,74,78,46,52,,83
05.01.2014,,,,,,,80,,,75,74,44,49,,79
06.01.2014,,,,,,,81,,,76,74,47,50,,80
07.01.2014,,,,,,,84,,,80,77,45,53,,83
08.01.2014,,,,,,,82,,,76,75,46,50,,80
09.01.2014,,,,,,,81,,,76,74,46,51,,82
10.01.2014,,,,,,,85,,,83,80,51,55,,86
11.01.2014,,,,,,,83,,,77,76,46,49,,81
12.01.2014,,,,,,,82,,,77,74,45,50,,80
13.01.2014,,,,,,,80,,,75,73,43,48,,78
14.01.2014,,,,,,,81,,,74,72,42,49,,78
15.01.2014,,,,,,,80,,,75,72,43,49,,78
16.01.2014,,,,,,,79,,,75,72,44,48,,78
17.01.2014,,,,,,,77,,,75,78,44,48,,78
18.01.2014,,,,,,,79,,,75,72,45,48,,76
19.01.2014,,,,,,,78,,,73,70,43,46,,76
20.01.2014,,,,,,,78,,,73,69,41,45,,75
21.01.2014,,,,,,,79,,,72,70,42,46,,75
22.01.2014,,,,,,,79,,,75,71,43,48,,76
23.01.2014,,,,,,,79,,,73,70,43,47,,74
24.01.2014,,,,,,,79,,,72,70,41,47,,74
25.01.2014,,,,,,,76,,,74,69,42,47,,74
26.01.2014,,,,,,,76,,,73,69,42,46,,76
27.01.2014,,,,,,,78,,,74,70,42,46,,76
28.01.2014,,,,,,,77,,,72,68,41,45,,75
29.01.2014,,,,,,,76,,,72,69,39,44,,73
30.01.2014,,,,,,,76,,,71,70,40,45,,75
31.01.2014,,,,,,,76,,,71,70,40,45,,70
01.02.2014,,,,,,,78,,,74,72,42,44,,76
02.02.2014,,,,,,,78,,,71,70,41,42,,76
03.02.2014,,,,,,,77,,,71,70,42,43,,75
04.02.2014,,,,,,,76,,,70,68,41,42,,73
05.02.2014,,,,,,,77,,,71,69,44,45,,75
06.02.2014,,,,,,,79,,,72,71,44,45,,77
07.02.2014,,,,,,,80,,,74,71,44,44,,78
08.02.2014,,,,,,,79,,,73,71,45,44,,78
09.02.2014,,,,,,,77,,,72,71,45,44,,79
10.02.2014,,,,,,,81,,,78,73,47,45,85,81
11.02.2014,,,,,,,80,,,74,71,47,44,82,78
12.02.2014,,,,,,,80,,,75,70,44,44,83,79
13.02.2014,,,,,,,79,,,72,68,43,43,,78
14.02.2014,,,,,,,79,,,72,67,44,44,79,78
15.02.2014,,,,,,,78,,,73,67,43,45,81,78
16.02.2014,,,,,,,80,,,75,69,44,46,83,78
17.02.2014,,,,,,,81,,,77,70,44,46,83,83
18.02.2014,,,,,,,82,,,74,70,44,46,83,78
19.02.2014,,,,,,,80,,,74,70,43,46,83,78
20.02.2014,,,,,,,79,,,74,70,43,45,82,78
21.02.2014,,,,,,,78,,,72,69,40,44,79,78
22.02.2014,,,,,,,80,,,75,71,43,45,88,80
23.02.2014,,,,,,,78,,,72,69,41,44,80,77
24.02.2014,,,,,,,78,,,71,70,41,44,80,77
25.02.2014,,,,,,,77,,,71,69,40,44,82,77
26.02.2014,,,,,,,79,,,72,71,42,44,81,77
27.02.2014,,,,,,,79,,,73,72,42,47,81,78
28.02.2014,,,,,,,82,,,74,74,43,45,83,79
01.03.2014,,,,,,,80,,,74,73,43,47,84,79
02.03.2014,,,,,,,82,,,75,74,44,47,85,82
03.03.2014,,,,,,,81,,,74,72,43,47,83,80
04.03.2014,,,,,,,79,,,73,71,42,46,82,79
05.03.2014,,,,,,,80,,,73,71,42,46,82,78
06.03.2014,,,,,,,78,,,72,71,43,46,83,77
07.03.2014,,,,,,,78,,,73,72,43,45,85,78
08.03.2014,,,,,,,80,,,74,73,43,46,83,79
09.03.2014,,,,,,,78,,,73,72,42,46,82,78
10.03.2014,,,,,,,81,,,74,74,44,47,83,79
11.03.2014,,,,,,,79,,,72,72,42,46,83,77
12.03.2014,,,,,,,79,,,73,73,42,47,84,77
13.03.2014,,,,,,,80,,,74,73,44,48,86,
14.03.2014,,,,,,,81,,,75,75,45,49,91,
15.03.2014,,,,,,,85,,,82,80,50,52,90,
16.03.2014,,,,,,,85,,,78,76,48,48,86,
17.03.2014,,,,,,,82,,,77,73,47,48,86,
18.03.2014,,,,,,,82,,,77,74,46,47,84,
19.03.2014,,,,,,,81,,,76,72,46,46,85,
20.03.2014,,,,,,,79,,,73,71,43,45,81,
21.03.2014,,,,,,,81,,,74,73,45,48,83,
22.03.2014,,,,,,,80,,,74,74,44,48,85,
23.03.2014,,,,,,,81,,,74,76,45,49,86,
24.03.2014,,,,,,,80,,,73,72,43,48,84,
25.03.2014,,,,,,,79,,,74,72,42,48,85,
26.03.2014,,,,,,,76,,,72,70,39,45,82,
27.03.2014,,,,,,,77,,,73,71,42,46,84,
28.03.2014,,,,,,,78,,,72,70,42,47,82,
29.03.2014,,,,,,,79,,,73,71,42,48,84,
30.03.2014,,,,,,,80,,,75,73,45,49,85,
31.03.2014,,,,,,,78,,,76,71,43,50,84,
01.04.2014,57,38,67,59,36,47,95,45,48,29,37,67,56,73,42
02.04.2014,57,38,66,58,35,47,95,46,48,29,36,66,56,73,42
03.04.2014,57,38,67,59,36,47,95,45,48,29,36,67,56,73,42
04.04.2014,56,38,66,58,36,47,95,45,48,29,36,67,56,73,42
05.04.2014,57,38,67,59,36,47,96,45,48,29,36,67,56,73,42
06.04.2014,58,39,68,60,37,49,98,48,51,32,37,68,58,74,43
07.04.2014,57,41,67,60,40,49,95,48,51,33,37,69,58,75,44
